"Case ID","Origin","Origin Created At","Content ID","URL","Labeling State","Has Consensus?","Qualified Reads","Correct Label","Majority Label","Difficulty","Agreement","Static Highlight Ranges","First Choice Answer","First Choice Votes","First Choice Weight","Second Choice Answer","Second Choice Votes","Second Choice Weight","Third Choice Answer","Third Choice Votes","Third Choice Weight","Fourth Choice Answer","Fourth Choice Votes","Fourth Choice Weight","Fifth Choice Answer","Fifth Choice Votes","Fifth Choice Weight","Sixth Choice Answer","Sixth Choice Votes","Sixth Choice Weight","Seventh Choice Answer","Seventh Choice Votes","Seventh Choice Weight","Eighth Choice Answer","Eighth Choice Votes","Eighth Choice Weight","Pre-Answer Explainer","Internal Notes","Comments","Flags","Explanation","Series","Series Index","Patch","DICOM Study UID","DICOM Series UID","DICOM Instance UID","Tags"
"25734071","ID239","2025-05-12 21:56:13+00:00","58431295","https://go.centaurlabs.com/task/5166/case/25734071","Labeled","Yes","3","'b'","'b'","","0.667","","'b'","2","0.02","'j'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734072","ID222","2025-05-12 21:56:13+00:00","58431294","https://go.centaurlabs.com/task/5166/case/25734072","Labeled","Yes","3","'b'","'b'","","0.667","","'b'","2","0.02","'j'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[{'messages': ['incomplete history - no age no sex no pmhx,'], 'labeler_id': 591924}]","","","","","","","","[]"
"25734073","ID197","2025-05-12 21:56:13+00:00","58431293","https://go.centaurlabs.com/task/5166/case/25734073","Labeled","Yes","3","'a'","'a'","","0.667","","'a'","2","0.02","'i'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734074","ID128","2025-05-12 21:56:13+00:00","58431292","https://go.centaurlabs.com/task/5166/case/25734074","Labeled","Yes","3","'g'","'g'","","0.667","","'g'","2","0.02","'i'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734075","ID100","2025-05-12 21:56:13+00:00","58431291","https://go.centaurlabs.com/task/5166/case/25734075","Labeled","Yes","3","'i'","'i'","","0.333","","'a'","1","0.01","'e'","1","0.01","'i'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734076","ID096","2025-05-12 21:56:13+00:00","58431290","https://go.centaurlabs.com/task/5166/case/25734076","Labeled","Yes","3","'g'","'g'","","0.667","","'g'","2","0.02","'j'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734077","ID094","2025-05-12 21:56:13+00:00","58431289","https://go.centaurlabs.com/task/5166/case/25734077","Labeled","Yes","3","'j'","'j'","","0.333","","'g'","1","0.01","'h'","1","0.01","'j'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734078","ID060","2025-05-12 21:56:13+00:00","58431288","https://go.centaurlabs.com/task/5166/case/25734078","Labeled","Yes","3","'f'","'f'","","0.333","","'e'","1","0.01","'f'","1","0.01","'i'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734079","ID044","2025-05-12 21:56:13+00:00","58431287","https://go.centaurlabs.com/task/5166/case/25734079","Labeled","Yes","3","'a'","'a'","","0.667","","'a'","2","0.02","'f'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734080","ID231","2025-05-12 21:56:13+00:00","58431286","https://go.centaurlabs.com/task/5166/case/25734080","Labeled","Yes","3","'c'","'c'","","0.333","","'c'","1","0.01","'f'","1","0.01","'j'","1","0.01","'a'","0","0.0","'b'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734081","ID228","2025-05-12 21:56:13+00:00","58431285","https://go.centaurlabs.com/task/5166/case/25734081","Labeled","Yes","3","'j'","'j'","","0.667","","'j'","2","0.02","'a'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734082","ID194","2025-05-12 21:56:13+00:00","58431284","https://go.centaurlabs.com/task/5166/case/25734082","Labeled","Yes","3","'a'","'a'","","0.667","","'a'","2","0.02","'d'","1","0.01","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[{'messages': ['incomplete info'], 'labeler_id': 591924}]","","","","","","","","[]"
"25734083","ID192","2025-05-12 21:56:13+00:00","58431283","https://go.centaurlabs.com/task/5166/case/25734083","Labeled","Yes","3","'e'","'e'","","0.333","","'d'","1","0.01","'e'","1","0.01","'i'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734084","ID157","2025-05-12 21:56:13+00:00","58431282","https://go.centaurlabs.com/task/5166/case/25734084","Labeled","Yes","3","'f'","'f'","","0.333","","'a'","1","0.01","'f'","1","0.01","'i'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734085","ID113","2025-05-12 21:56:13+00:00","58431281","https://go.centaurlabs.com/task/5166/case/25734085","Labeled","Yes","3","'i'","'i'","","0.333","","'d'","1","0.01","'h'","1","0.01","'i'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734086","ID105","2025-05-12 21:56:13+00:00","58431280","https://go.centaurlabs.com/task/5166/case/25734086","Labeled","Yes","3","'f'","'f'","","0.333","","'b'","1","0.01","'f'","1","0.01","'i'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734087","ID051","2025-05-12 21:56:13+00:00","58431279","https://go.centaurlabs.com/task/5166/case/25734087","Labeled","Yes","3","'b'","'b'","","0.667","","'b'","2","0.02","'c'","1","0.01","'a'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734088","ID042","2025-05-12 21:56:13+00:00","58431278","https://go.centaurlabs.com/task/5166/case/25734088","Labeled","Yes","3","'b'","'b'","","0.333","","'a'","1","0.01","'b'","1","0.01","'j'","1","0.01","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734089","ID008","2025-05-12 21:56:13+00:00","58431277","https://go.centaurlabs.com/task/5166/case/25734089","Labeled","Yes","3","'d'","'d'","","1.0","","'d'","3","0.03","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734090","ID005","2025-05-12 21:56:13+00:00","58431276","https://go.centaurlabs.com/task/5166/case/25734090","Labeled","Yes","3","'b'","'b'","","0.667","","'b'","2","0.02","'i'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734091","ID003","2025-05-12 21:56:13+00:00","58431275","https://go.centaurlabs.com/task/5166/case/25734091","Labeled","Yes","3","'i'","'i'","","1.0","","'i'","3","0.03","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734092","ID229","2025-05-12 21:56:13+00:00","58431274","https://go.centaurlabs.com/task/5166/case/25734092","Labeled","Yes","3","'j'","'j'","","0.667","","'j'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734093","ID139","2025-05-12 21:56:13+00:00","58431273","https://go.centaurlabs.com/task/5166/case/25734093","Labeled","Yes","3","'a'","'a'","","1.0","","'a'","3","0.03","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[{'messages': ['an osteopathic type question - i am an allopathic student'], 'labeler_id': 591931}]","[]","","","","","","","","[]"
"25734094","ID137","2025-05-12 21:56:13+00:00","58431272","https://go.centaurlabs.com/task/5166/case/25734094","Labeled","Yes","3","'c'","'c'","","0.333","","'c'","1","0.01","'e'","1","0.01","'f'","1","0.01","'a'","0","0.0","'b'","0","0.0","'d'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734095","ID121","2025-05-12 21:56:13+00:00","58431271","https://go.centaurlabs.com/task/5166/case/25734095","Labeled","Yes","3","'d'","'d'","","1.0","","'d'","3","0.03","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734096","ID085","2025-05-12 21:56:13+00:00","58431270","https://go.centaurlabs.com/task/5166/case/25734096","Labeled","Yes","3","'h'","'h'","","0.333","","'a'","1","0.01","'d'","1","0.01","'h'","1","0.01","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734097","ID077","2025-05-12 21:56:13+00:00","58431269","https://go.centaurlabs.com/task/5166/case/25734097","Labeled","Yes","3","'a'","'a'","","1.0","","'a'","3","0.03","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734098","ID076","2025-05-12 21:56:13+00:00","58431268","https://go.centaurlabs.com/task/5166/case/25734098","Labeled","Yes","3","'h'","'h'","","0.667","","'h'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734099","ID019","2025-05-12 21:56:13+00:00","58431267","https://go.centaurlabs.com/task/5166/case/25734099","Labeled","Yes","3","'a'","'a'","","0.667","","'a'","2","0.02","'h'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734100","ID016","2025-05-12 21:56:13+00:00","58431266","https://go.centaurlabs.com/task/5166/case/25734100","Labeled","Yes","3","'i'","'i'","","0.667","","'i'","2","0.02","'a'","1","0.01","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734101","ID126","2025-05-12 21:56:13+00:00","58431265","https://go.centaurlabs.com/task/5166/case/25734101","Labeled","Yes","3","'d'","'d'","","0.667","","'d'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734102","ID124","2025-05-12 21:56:13+00:00","58431264","https://go.centaurlabs.com/task/5166/case/25734102","Labeled","Yes","3","'g'","'g'","","0.667","","'g'","2","0.02","'b'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734103","ID118","2025-05-12 21:56:13+00:00","58431263","https://go.centaurlabs.com/task/5166/case/25734103","Labeled","Yes","3","'b'","'b'","","0.333","","'b'","1","0.01","'c'","1","0.01","'g'","1","0.01","'a'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734104","ID106","2025-05-12 21:56:13+00:00","58431262","https://go.centaurlabs.com/task/5166/case/25734104","Labeled","Yes","3","'f'","'f'","","0.333","","'a'","1","0.01","'c'","1","0.01","'f'","1","0.01","'b'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734105","ID068","2025-05-12 21:56:13+00:00","58431261","https://go.centaurlabs.com/task/5166/case/25734105","Labeled","Yes","3","'g'","'g'","","0.667","","'g'","2","0.02","'d'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734106","ID065","2025-05-12 21:56:13+00:00","58431260","https://go.centaurlabs.com/task/5166/case/25734106","Labeled","Yes","3","'e'","'e'","","0.667","","'e'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[{'messages': ['no patient details'], 'labeler_id': 591924}]","","","","","","","","[]"
"25734107","ID059","2025-05-12 21:56:13+00:00","58431259","https://go.centaurlabs.com/task/5166/case/25734107","Labeled","Yes","3","'a'","'a'","","0.333","","'a'","1","0.01","'d'","1","0.01","'f'","1","0.01","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734108","ID057","2025-05-12 21:56:13+00:00","58431258","https://go.centaurlabs.com/task/5166/case/25734108","Labeled","Yes","3","'c'","'c'","","0.667","","'c'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734109","ID046","2025-05-12 21:56:13+00:00","58431257","https://go.centaurlabs.com/task/5166/case/25734109","Labeled","Yes","3","'f'","'f'","","0.667","","'f'","2","0.02","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734110","ID247","2025-05-12 21:56:13+00:00","58431256","https://go.centaurlabs.com/task/5166/case/25734110","Labeled","Yes","3","'f'","'f'","","0.667","","'f'","2","0.02","'c'","1","0.01","'a'","0","0.0","'b'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734111","ID232","2025-05-12 21:56:13+00:00","58431255","https://go.centaurlabs.com/task/5166/case/25734111","Labeled","Yes","3","'g'","'g'","","0.333","","'e'","1","0.01","'f'","1","0.01","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'h'","0","0.0","","","[]","[{'messages': ['incomplete info'], 'labeler_id': 591924}]","","","","","","","","[]"
"25734112","ID083","2025-05-12 21:56:13+00:00","58431254","https://go.centaurlabs.com/task/5166/case/25734112","Labeled","Yes","3","'f'","'f'","","0.667","","'f'","2","0.02","'e'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734113","ID081","2025-05-12 21:56:13+00:00","58431253","https://go.centaurlabs.com/task/5166/case/25734113","Labeled","Yes","3","'f'","'f'","","0.333","","'b'","1","0.01","'f'","1","0.01","'i'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734114","ID072","2025-05-12 21:56:13+00:00","58431252","https://go.centaurlabs.com/task/5166/case/25734114","Labeled","Yes","3","'d'","'d'","","0.667","","'d'","2","0.02","'h'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[{'messages': ['not enough in the question stem to answer this accurately'], 'labeler_id': 591931}]","[]","","","","","","","","[]"
"25734115","ID033","2025-05-12 21:56:13+00:00","58431251","https://go.centaurlabs.com/task/5166/case/25734115","Labeled","Yes","3","'f'","'f'","","0.333","","'b'","1","0.01","'f'","1","0.01","'g'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734116","ID023","2025-05-12 21:56:13+00:00","58431250","https://go.centaurlabs.com/task/5166/case/25734116","Labeled","Yes","3","'f'","'f'","","0.667","","'f'","2","0.02","'b'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734117","ID230","2025-05-12 21:56:13+00:00","58431249","https://go.centaurlabs.com/task/5166/case/25734117","Labeled","Yes","3","'e'","'e'","","1.0","","'e'","3","0.03","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'d'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734118","ID176","2025-05-12 21:56:13+00:00","58431248","https://go.centaurlabs.com/task/5166/case/25734118","Labeled","Yes","3","'d'","'d'","","0.333","","'d'","1","0.01","'e'","1","0.01","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734119","ID162","2025-05-12 21:56:13+00:00","58431247","https://go.centaurlabs.com/task/5166/case/25734119","Labeled","Yes","3","'g'","'g'","","0.333","","'c'","1","0.01","'d'","1","0.01","'g'","1","0.01","'a'","0","0.0","'b'","0","0.0","'e'","0","0.0","'f'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734120","ID156","2025-05-12 21:56:13+00:00","58431246","https://go.centaurlabs.com/task/5166/case/25734120","Labeled","Yes","3","'c'","'c'","","1.0","","'c'","3","0.03","'a'","0","0.0","'b'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734121","ID119","2025-05-12 21:56:13+00:00","58431245","https://go.centaurlabs.com/task/5166/case/25734121","Labeled","Yes","3","'b'","'b'","","1.0","","'b'","3","0.03","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734122","ID111","2025-05-12 21:56:13+00:00","58431244","https://go.centaurlabs.com/task/5166/case/25734122","Labeled","Yes","3","'e'","'e'","","0.333","","'a'","1","0.01","'c'","1","0.01","'e'","1","0.01","'b'","0","0.0","'d'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734123","ID108","2025-05-12 21:56:13+00:00","58431243","https://go.centaurlabs.com/task/5166/case/25734123","Labeled","Yes","3","'b'","'b'","","1.0","","'b'","3","0.03","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734124","ID071","2025-05-12 21:56:13+00:00","58431242","https://go.centaurlabs.com/task/5166/case/25734124","Labeled","Yes","3","'b'","'b'","","0.333","","'b'","1","0.01","'e'","1","0.01","'i'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734125","ID048","2025-05-12 21:56:13+00:00","58431241","https://go.centaurlabs.com/task/5166/case/25734125","Labeled","Yes","3","'e'","'e'","","0.333","","'d'","1","0.01","'e'","1","0.01","'i'","1","0.01","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[{'messages': ['incomplete info'], 'labeler_id': 591924}]","","","","","","","","[]"
"25734126","ID245","2025-05-12 21:56:13+00:00","58431240","https://go.centaurlabs.com/task/5166/case/25734126","Labeled","Yes","3","'d'","'d'","","0.667","","'d'","2","0.02","'b'","1","0.01","'a'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[{'messages': ['cant see answer choices'], 'labeler_id': 591914}]","","","","","","","","[]"
"25734127","ID244","2025-05-12 21:56:13+00:00","58431239","https://go.centaurlabs.com/task/5166/case/25734127","Labeled","Yes","3","'e'","'e'","","0.333","","'b'","1","0.01","'e'","1","0.01","'i'","1","0.01","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'f'","0","0.0","'g'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734128","ID242","2025-05-12 21:56:13+00:00","58431238","https://go.centaurlabs.com/task/5166/case/25734128","Labeled","Yes","4","'d'","'d'","","1.0","","'d'","4","0.04","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734129","ID225","2025-05-12 21:56:13+00:00","58431237","https://go.centaurlabs.com/task/5166/case/25734129","Labeled","Yes","3","'d'","'d'","","1.0","","'d'","3","0.03","'a'","0","0.0","'b'","0","0.0","'c'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
"25734130","ID220","2025-05-12 21:56:13+00:00","58431236","https://go.centaurlabs.com/task/5166/case/25734130","Labeled","Yes","3","'b'","'b'","","1.0","","'b'","3","0.03","'a'","0","0.0","'c'","0","0.0","'d'","0","0.0","'e'","0","0.0","'f'","0","0.0","'g'","0","0.0","'h'","0","0.0","","","[]","[]","","","","","","","","[]"
