Case ID,Origin,Origin Created At,Content ID,URL,data_source_corr,Has Consensus?,Qualified Reads,Correct Label,Majority Label,Difficulty,Agreement,Static Highlight Ranges,First Choice Answer,First Choice Votes,First Choice Weight,Second Choice Answer,Second Choice Votes,Second Choice Weight,Third Choice Answer,Third Choice Votes,Third Choice Weight,Fourth Choice Answer,Fourth Choice Votes,Fourth Choice Weight,Fifth Choice Answer,Fifth Choice Votes,Fifth Choice Weight,Sixth Choice Answer,Sixth Choice Votes,Sixth Choice Weight,Seventh Choice Answer,Seventh Choice Votes,Seventh Choice Weight,Eighth Choice Answer,Eighth Choice Votes,Eighth Choice Weight,Pre-Answer Explainer,Internal Notes,Comments,Flags,Explanation,Series,Series Index,Patch,DICOM Study UID,DICOM Series UID,DICOM Instance UID,Tags
25734236,ID001,2025-05-12 21:56:13+00:00,58431130,https://go.centaurlabs.com/task/5166/case/25734236,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734318,ID002,2025-05-12 21:56:13+00:00,58431048,https://go.centaurlabs.com/task/5166/case/25734318,jama,Yes,3,'b','b',,0.333,,'b',1,0.01,'c',1,0.01,'d',1,0.01,'a',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['excerpt has answer choices'], 'labeler_id': 591924}]",,,,,,,,[]
25734091,ID003,2025-05-12 21:56:13+00:00,58431275,https://go.centaurlabs.com/task/5166/case/25734091,medxpert,Yes,3,'i','i',,1,,'i',3,0.03,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734179,ID004,2025-05-12 21:56:13+00:00,58431187,https://go.centaurlabs.com/task/5166/case/25734179,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['Unable to skip following instructions to refresh. Again think question is out of scope of knowledge for medical student'], 'labeler_id': 591931}]",,,,,,,,[]
25734090,ID005,2025-05-12 21:56:13+00:00,58431276,https://go.centaurlabs.com/task/5166/case/25734090,medxpert,Yes,3,'b','b',,0.667,,'b',2,0.02,'i',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734317,ID006,2025-05-12 21:56:13+00:00,58431049,https://go.centaurlabs.com/task/5166/case/25734317,mmlu,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734316,ID007,2025-05-12 21:56:13+00:00,58431050,https://go.centaurlabs.com/task/5166/case/25734316,medbullets,Yes,3,'d','d',,0.667,,'d',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734089,ID008,2025-05-12 21:56:13+00:00,58431277,https://go.centaurlabs.com/task/5166/case/25734089,medxpert,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734178,ID009,2025-05-12 21:56:13+00:00,58431188,https://go.centaurlabs.com/task/5166/case/25734178,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734177,ID010,2025-05-12 21:56:13+00:00,58431189,https://go.centaurlabs.com/task/5166/case/25734177,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734315,ID011,2025-05-12 21:56:13+00:00,58431051,https://go.centaurlabs.com/task/5166/case/25734315,mmlu,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734176,ID012,2025-05-12 21:56:13+00:00,58431190,https://go.centaurlabs.com/task/5166/case/25734176,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734175,ID013,2025-05-12 21:56:13+00:00,58431191,https://go.centaurlabs.com/task/5166/case/25734175,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734284,ID014,2025-05-12 21:56:13+00:00,58431082,https://go.centaurlabs.com/task/5166/case/25734284,medxpert,Yes,3,'e','e',,0.333,,'c',1,0.01,'e',1,0.01,'g',1,0.01,'a',0,0,'b',0,0,'d',0,0,'f',0,0,'h',0,0,,,[],"[{'messages': ['again no hpi'], 'labeler_id': 591924}]",,,,,,,,[]
25734235,ID015,2025-05-12 21:56:13+00:00,58431131,https://go.centaurlabs.com/task/5166/case/25734235,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'a',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734100,ID016,2025-05-12 21:56:13+00:00,58431266,https://go.centaurlabs.com/task/5166/case/25734100,medxpert,Yes,3,'i','i',,0.667,,'i',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734314,ID017,2025-05-12 21:56:13+00:00,58431052,https://go.centaurlabs.com/task/5166/case/25734314,medbullets,Yes,3,'a','a',,0.667,,'a',2,0.02,'b',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734234,ID018,2025-05-12 21:56:13+00:00,58431132,https://go.centaurlabs.com/task/5166/case/25734234,jama,Yes,3,'d','d',,0.333,,'a',1,0.01,'c',1,0.01,'d',1,0.01,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['cant see answer choices'], 'labeler_id': 591914}]",,,,,,,,[]
25734099,ID019,2025-05-12 21:56:13+00:00,58431267,https://go.centaurlabs.com/task/5166/case/25734099,medxpert,Yes,3,'a','a',,0.667,,'a',2,0.02,'h',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734233,ID020,2025-05-12 21:56:13+00:00,58431133,https://go.centaurlabs.com/task/5166/case/25734233,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734232,ID021,2025-05-12 21:56:13+00:00,58431134,https://go.centaurlabs.com/task/5166/case/25734232,medxpert,Yes,3,'a','a',,0.333,,'a',1,0.01,'c',1,0.01,'e',1,0.01,'b',0,0,'d',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734231,ID022,2025-05-12 21:56:13+00:00,58431135,https://go.centaurlabs.com/task/5166/case/25734231,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734116,ID023,2025-05-12 21:56:13+00:00,58431250,https://go.centaurlabs.com/task/5166/case/25734116,medxpert,Yes,3,'f','f',,0.667,,'f',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734283,ID024,2025-05-12 21:56:13+00:00,58431083,https://go.centaurlabs.com/task/5166/case/25734283,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'b',1,0.01,'c',1,0.01,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['the choices appeared in the excerpt'], 'labeler_id': 591924}]",,,,,,,,[]
25734174,ID025,2025-05-12 21:56:13+00:00,58431192,https://go.centaurlabs.com/task/5166/case/25734174,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734282,ID026,2025-05-12 21:56:13+00:00,58431084,https://go.centaurlabs.com/task/5166/case/25734282,mmlu,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734173,ID027,2025-05-12 21:56:13+00:00,58431193,https://go.centaurlabs.com/task/5166/case/25734173,medbullets,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'d',1,0.01,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734230,ID028,2025-05-12 21:56:13+00:00,58431136,https://go.centaurlabs.com/task/5166/case/25734230,jama,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734229,ID029,2025-05-12 21:56:13+00:00,58431137,https://go.centaurlabs.com/task/5166/case/25734229,jama,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734228,ID030,2025-05-12 21:56:13+00:00,58431138,https://go.centaurlabs.com/task/5166/case/25734228,medxpert,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734172,ID031,2025-05-12 21:56:13+00:00,58431194,https://go.centaurlabs.com/task/5166/case/25734172,medbullets,Yes,3,'d','d',,0.667,,'d',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['not enough info to differentiate tension PTX vs tamponade'], 'labeler_id': 591924}]",,,,,,,,[]
25734171,ID032,2025-05-12 21:56:13+00:00,58431195,https://go.centaurlabs.com/task/5166/case/25734171,mmlu,Yes,3,'d','d',,0.667,,'d',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734115,ID033,2025-05-12 21:56:13+00:00,58431251,https://go.centaurlabs.com/task/5166/case/25734115,medxpert,Yes,3,'f','f',,0.333,,'b',1,0.01,'f',1,0.01,'g',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734281,ID034,2025-05-12 21:56:13+00:00,58431085,https://go.centaurlabs.com/task/5166/case/25734281,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'b',1,0.01,'c',1,0.01,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734170,ID035,2025-05-12 21:56:13+00:00,58431196,https://go.centaurlabs.com/task/5166/case/25734170,mmlu,Yes,3,'d','d',,0.667,,'d',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734169,ID036,2025-05-12 21:56:13+00:00,58431197,https://go.centaurlabs.com/task/5166/case/25734169,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'b',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734227,ID037,2025-05-12 21:56:13+00:00,58431139,https://go.centaurlabs.com/task/5166/case/25734227,medxpert,Yes,3,'d','d',,0.333,,'c',1,0.01,'d',1,0.01,'i',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],"[{'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734168,ID038,2025-05-12 21:56:13+00:00,58431198,https://go.centaurlabs.com/task/5166/case/25734168,medbullets,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734226,ID039,2025-05-12 21:56:13+00:00,58431140,https://go.centaurlabs.com/task/5166/case/25734226,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'c',1,0.01,'d',1,0.01,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['too much info'], 'labeler_id': 591924}]",,,,,,,,[]
25734225,ID040,2025-05-12 21:56:13+00:00,58431141,https://go.centaurlabs.com/task/5166/case/25734225,jama,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'c',1,0.01,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734280,ID041,2025-05-12 21:56:13+00:00,58431086,https://go.centaurlabs.com/task/5166/case/25734280,medxpert,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'j',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734088,ID042,2025-05-12 21:56:13+00:00,58431278,https://go.centaurlabs.com/task/5166/case/25734088,medxpert,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'j',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734224,ID043,2025-05-12 21:56:13+00:00,58431142,https://go.centaurlabs.com/task/5166/case/25734224,jama,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734079,ID044,2025-05-12 21:56:13+00:00,58431287,https://go.centaurlabs.com/task/5166/case/25734079,medxpert,Yes,3,'a','a',,0.667,,'a',2,0.02,'f',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734279,ID045,2025-05-12 21:56:13+00:00,58431087,https://go.centaurlabs.com/task/5166/case/25734279,jama,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734109,ID046,2025-05-12 21:56:13+00:00,58431257,https://go.centaurlabs.com/task/5166/case/25734109,medxpert,Yes,3,'f','f',,0.667,,'f',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734278,ID047,2025-05-12 21:56:13+00:00,58431088,https://go.centaurlabs.com/task/5166/case/25734278,jama,Yes,3,'a','a',,0.667,,'a',2,0.02,'b',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734125,ID048,2025-05-12 21:56:13+00:00,58431241,https://go.centaurlabs.com/task/5166/case/25734125,medxpert,Yes,3,'e','e',,0.333,,'d',1,0.01,'e',1,0.01,'i',1,0.01,'a',0,0,'b',0,0,'c',0,0,'f',0,0,'g',0,0,,,[],"[{'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734167,ID049,2025-05-12 21:56:13+00:00,58431199,https://go.centaurlabs.com/task/5166/case/25734167,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734313,ID050,2025-05-12 21:56:13+00:00,58431053,https://go.centaurlabs.com/task/5166/case/25734313,medxpert,Yes,3,'a','a',,0.333,,'a',1,0.01,'d',1,0.01,'e',1,0.01,'b',0,0,'c',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734087,ID051,2025-05-12 21:56:13+00:00,58431279,https://go.centaurlabs.com/task/5166/case/25734087,medxpert,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734223,ID052,2025-05-12 21:56:13+00:00,58431143,https://go.centaurlabs.com/task/5166/case/25734223,medbullets,Yes,3,'c','c',,0.667,,'c',2,0.02,'b',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734312,ID053,2025-05-12 21:56:13+00:00,58431054,https://go.centaurlabs.com/task/5166/case/25734312,medxpert,Yes,3,'i','i',,0.667,,'i',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734222,ID054,2025-05-12 21:56:13+00:00,58431144,https://go.centaurlabs.com/task/5166/case/25734222,medbullets,Yes,3,'d','d',,0.333,,'b',1,0.01,'c',1,0.01,'d',1,0.01,'a',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['No presenting ailment\n'], 'labeler_id': 585923}, {'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734277,ID055,2025-05-12 21:56:13+00:00,58431089,https://go.centaurlabs.com/task/5166/case/25734277,medbullets,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734276,ID056,2025-05-12 21:56:13+00:00,58431090,https://go.centaurlabs.com/task/5166/case/25734276,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734108,ID057,2025-05-12 21:56:13+00:00,58431258,https://go.centaurlabs.com/task/5166/case/25734108,medxpert,Yes,3,'c','c',,0.667,,'c',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734221,ID058,2025-05-12 21:56:13+00:00,58431145,https://go.centaurlabs.com/task/5166/case/25734221,medbullets,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734107,ID059,2025-05-12 21:56:13+00:00,58431259,https://go.centaurlabs.com/task/5166/case/25734107,medxpert,Yes,3,'a','a',,0.333,,'a',1,0.01,'d',1,0.01,'f',1,0.01,'b',0,0,'c',0,0,'e',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734078,ID060,2025-05-12 21:56:13+00:00,58431288,https://go.centaurlabs.com/task/5166/case/25734078,medxpert,Yes,3,'f','f',,0.333,,'e',1,0.01,'f',1,0.01,'i',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734220,ID061,2025-05-12 21:56:13+00:00,58431146,https://go.centaurlabs.com/task/5166/case/25734220,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'c',1,0.01,'d',1,0.01,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['resident level case'], 'labeler_id': 591931}]",,,,,,,,[]
25734275,ID062,2025-05-12 21:56:13+00:00,58431091,https://go.centaurlabs.com/task/5166/case/25734275,jama,Yes,3,'a','a',,0.667,,'a',2,0.02,'d',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734166,ID063,2025-05-12 21:56:13+00:00,58431200,https://go.centaurlabs.com/task/5166/case/25734166,medxpert,Yes,3,'a','a',,0.333,,'a',1,0.01,'i',1,0.01,'j',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,,,[],"[{'messages': ['based on my knowledge I am not even sure what this question is even remotely getting at'], 'labeler_id': 591931}, {'messages': ['Not enough relevant information for this case'], 'labeler_id': 589534}]",,,,,,,,[]
25734274,ID064,2025-05-12 21:56:13+00:00,58431092,https://go.centaurlabs.com/task/5166/case/25734274,medbullets,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734106,ID065,2025-05-12 21:56:13+00:00,58431260,https://go.centaurlabs.com/task/5166/case/25734106,medxpert,Yes,3,'e','e',,0.667,,'e',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'f',0,0,'h',0,0,,,[],"[{'messages': ['no patient details'], 'labeler_id': 591924}]",,,,,,,,[]
25734219,ID066,2025-05-12 21:56:13+00:00,58431147,https://go.centaurlabs.com/task/5166/case/25734219,jama,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'c',1,0.01,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,"[{'messages': ['unable to skip question'], 'labeler_id': 591931}]",[],,,,,,,,[]
25734218,ID067,2025-05-12 21:56:13+00:00,58431148,https://go.centaurlabs.com/task/5166/case/25734218,medbullets,Yes,3,'c','c',,0.667,,'c',2,0.02,'b',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734105,ID068,2025-05-12 21:56:13+00:00,58431261,https://go.centaurlabs.com/task/5166/case/25734105,medxpert,Yes,3,'g','g',,0.667,,'g',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734273,ID069,2025-05-12 21:56:13+00:00,58431093,https://go.centaurlabs.com/task/5166/case/25734273,medxpert,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734217,ID070,2025-05-12 21:56:13+00:00,58431149,https://go.centaurlabs.com/task/5166/case/25734217,medbullets,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734124,ID071,2025-05-12 21:56:13+00:00,58431242,https://go.centaurlabs.com/task/5166/case/25734124,medxpert,Yes,3,'b','b',,0.333,,'b',1,0.01,'e',1,0.01,'i',1,0.01,'a',0,0,'c',0,0,'d',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734114,ID072,2025-05-12 21:56:13+00:00,58431252,https://go.centaurlabs.com/task/5166/case/25734114,medxpert,Yes,3,'d','d',,0.667,,'d',2,0.02,'h',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,,,"[{'messages': ['not enough in the question stem to answer this accurately'], 'labeler_id': 591931}]",[],,,,,,,,[]
25734272,ID073,2025-05-12 21:56:13+00:00,58431094,https://go.centaurlabs.com/task/5166/case/25734272,jama,Yes,3,'c','c',,0.333,,'b',1,0.01,'c',1,0.01,'d',1,0.01,'a',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734311,ID074,2025-05-12 21:56:13+00:00,58431055,https://go.centaurlabs.com/task/5166/case/25734311,medxpert,Yes,3,'g','g',,0.667,,'g',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734271,ID075,2025-05-12 21:56:13+00:00,58431095,https://go.centaurlabs.com/task/5166/case/25734271,jama,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'d',1,0.01,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734098,ID076,2025-05-12 21:56:13+00:00,58431268,https://go.centaurlabs.com/task/5166/case/25734098,medxpert,Yes,3,'h','h',,0.667,,'h',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,,,[],[],,,,,,,,[]
25734097,ID077,2025-05-12 21:56:13+00:00,58431269,https://go.centaurlabs.com/task/5166/case/25734097,medxpert,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
