Case ID,Origin,Origin Created At,Content ID,URL,data_source_corr,Has Consensus?,Qualified Reads,Correct Label,Majority Label,Difficulty,Agreement,Static Highlight Ranges,First Choice Answer,First Choice Votes,First Choice Weight,Second Choice Answer,Second Choice Votes,Second Choice Weight,Third Choice Answer,Third Choice Votes,Third Choice Weight,Fourth Choice Answer,Fourth Choice Votes,Fourth Choice Weight,Fifth Choice Answer,Fifth Choice Votes,Fifth Choice Weight,Sixth Choice Answer,Sixth Choice Votes,Sixth Choice Weight,Seventh Choice Answer,Seventh Choice Votes,Seventh Choice Weight,Eighth Choice Answer,Eighth Choice Votes,Eighth Choice Weight,Pre-Answer Explainer,Internal Notes,Comments,Flags,Explanation,Series,Series Index,Patch,DICOM Study UID,DICOM Series UID,DICOM Instance UID,Tags
25734216,ID078,2025-05-12 21:56:13+00:00,58431150,https://go.centaurlabs.com/task/5166/case/25734216,jama,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'c',1,0.01,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734270,ID079,2025-05-12 21:56:13+00:00,58431096,https://go.centaurlabs.com/task/5166/case/25734270,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'e',1,0.01,'a',0,0,'c',0,0,'d',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734215,ID080,2025-05-12 21:56:13+00:00,58431151,https://go.centaurlabs.com/task/5166/case/25734215,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['out of scope'], 'labeler_id': 591931}]",,,,,,,,[]
25734113,ID081,2025-05-12 21:56:13+00:00,58431253,https://go.centaurlabs.com/task/5166/case/25734113,medxpert,Yes,3,'f','f',,0.333,,'b',1,0.01,'f',1,0.01,'i',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734165,ID082,2025-05-12 21:56:13+00:00,58431201,https://go.centaurlabs.com/task/5166/case/25734165,mmlu,Yes,3,'d','d',,0.667,,'d',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734112,ID083,2025-05-12 21:56:13+00:00,58431254,https://go.centaurlabs.com/task/5166/case/25734112,medxpert,Yes,3,'f','f',,0.667,,'f',2,0.02,'e',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734269,ID084,2025-05-12 21:56:13+00:00,58431097,https://go.centaurlabs.com/task/5166/case/25734269,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734096,ID085,2025-05-12 21:56:13+00:00,58431270,https://go.centaurlabs.com/task/5166/case/25734096,medxpert,Yes,3,'h','h',,0.333,,'a',1,0.01,'d',1,0.01,'h',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734164,ID086,2025-05-12 21:56:13+00:00,58431202,https://go.centaurlabs.com/task/5166/case/25734164,medxpert,Yes,3,'a','a',,0.333,,'a',1,0.01,'d',1,0.01,'h',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734163,ID087,2025-05-12 21:56:13+00:00,58431203,https://go.centaurlabs.com/task/5166/case/25734163,medbullets,Yes,3,'a','a',,0.667,,'a',2,0.02,'c',1,0.01,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734310,ID088,2025-05-12 21:56:13+00:00,58431056,https://go.centaurlabs.com/task/5166/case/25734310,medxpert,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734214,ID089,2025-05-12 21:56:13+00:00,58431152,https://go.centaurlabs.com/task/5166/case/25734214,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'b',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734162,ID090,2025-05-12 21:56:13+00:00,58431204,https://go.centaurlabs.com/task/5166/case/25734162,jama,Yes,4,'d','d',,1,,'d',4,0.04,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734268,ID091,2025-05-12 21:56:13+00:00,58431098,https://go.centaurlabs.com/task/5166/case/25734268,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734213,ID092,2025-05-12 21:56:13+00:00,58431153,https://go.centaurlabs.com/task/5166/case/25734213,jama,Yes,3,'a','a',,0.667,,'a',2,0.02,'c',1,0.01,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734212,ID093,2025-05-12 21:56:13+00:00,58431154,https://go.centaurlabs.com/task/5166/case/25734212,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734077,ID094,2025-05-12 21:56:13+00:00,58431289,https://go.centaurlabs.com/task/5166/case/25734077,medxpert,Yes,3,'j','j',,0.333,,'g',1,0.01,'h',1,0.01,'j',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,,,[],[],,,,,,,,[]
25734211,ID095,2025-05-12 21:56:13+00:00,58431155,https://go.centaurlabs.com/task/5166/case/25734211,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734076,ID096,2025-05-12 21:56:13+00:00,58431290,https://go.centaurlabs.com/task/5166/case/25734076,medxpert,Yes,3,'g','g',,0.667,,'g',2,0.02,'j',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,,,[],[],,,,,,,,[]
25734267,ID097,2025-05-12 21:56:13+00:00,58431099,https://go.centaurlabs.com/task/5166/case/25734267,medxpert,Yes,3,'f','f',,0.667,,'f',2,0.02,'h',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734161,ID098,2025-05-12 21:56:13+00:00,58431205,https://go.centaurlabs.com/task/5166/case/25734161,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734210,ID099,2025-05-12 21:56:13+00:00,58431156,https://go.centaurlabs.com/task/5166/case/25734210,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'a',1,0.01,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734075,ID100,2025-05-12 21:56:13+00:00,58431291,https://go.centaurlabs.com/task/5166/case/25734075,medxpert,Yes,3,'i','i',,0.333,,'a',1,0.01,'e',1,0.01,'i',1,0.01,'b',0,0,'c',0,0,'d',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734209,ID101,2025-05-12 21:56:13+00:00,58431157,https://go.centaurlabs.com/task/5166/case/25734209,medxpert,Yes,3,'h','h',,0.667,,'h',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734309,ID102,2025-05-12 21:56:13+00:00,58431057,https://go.centaurlabs.com/task/5166/case/25734309,medbullets,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734266,ID103,2025-05-12 21:56:13+00:00,58431100,https://go.centaurlabs.com/task/5166/case/25734266,jama,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734265,ID104,2025-05-12 21:56:13+00:00,58431101,https://go.centaurlabs.com/task/5166/case/25734265,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734086,ID105,2025-05-12 21:56:13+00:00,58431280,https://go.centaurlabs.com/task/5166/case/25734086,medxpert,Yes,3,'f','f',,0.333,,'b',1,0.01,'f',1,0.01,'i',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734104,ID106,2025-05-12 21:56:13+00:00,58431262,https://go.centaurlabs.com/task/5166/case/25734104,medxpert,Yes,3,'f','f',,0.333,,'a',1,0.01,'c',1,0.01,'f',1,0.01,'b',0,0,'d',0,0,'e',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734160,ID107,2025-05-12 21:56:13+00:00,58431206,https://go.centaurlabs.com/task/5166/case/25734160,jama,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734123,ID108,2025-05-12 21:56:13+00:00,58431243,https://go.centaurlabs.com/task/5166/case/25734123,medxpert,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734159,ID109,2025-05-12 21:56:13+00:00,58431207,https://go.centaurlabs.com/task/5166/case/25734159,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734264,ID110,2025-05-12 21:56:13+00:00,58431102,https://go.centaurlabs.com/task/5166/case/25734264,mmlu,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734122,ID111,2025-05-12 21:56:13+00:00,58431244,https://go.centaurlabs.com/task/5166/case/25734122,medxpert,Yes,3,'e','e',,0.333,,'a',1,0.01,'c',1,0.01,'e',1,0.01,'b',0,0,'d',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734158,ID112,2025-05-12 21:56:13+00:00,58431208,https://go.centaurlabs.com/task/5166/case/25734158,medbullets,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734085,ID113,2025-05-12 21:56:13+00:00,58431281,https://go.centaurlabs.com/task/5166/case/25734085,medxpert,Yes,3,'i','i',,0.333,,'d',1,0.01,'h',1,0.01,'i',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,,,[],[],,,,,,,,[]
25734157,ID114,2025-05-12 21:56:13+00:00,58431209,https://go.centaurlabs.com/task/5166/case/25734157,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734208,ID115,2025-05-12 21:56:13+00:00,58431158,https://go.centaurlabs.com/task/5166/case/25734208,jama,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734156,ID116,2025-05-12 21:56:13+00:00,58431210,https://go.centaurlabs.com/task/5166/case/25734156,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'c',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734263,ID117,2025-05-12 21:56:13+00:00,58431103,https://go.centaurlabs.com/task/5166/case/25734263,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'b',1,0.01,'d',1,0.01,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734103,ID118,2025-05-12 21:56:13+00:00,58431263,https://go.centaurlabs.com/task/5166/case/25734103,medxpert,Yes,3,'b','b',,0.333,,'b',1,0.01,'c',1,0.01,'g',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734121,ID119,2025-05-12 21:56:13+00:00,58431245,https://go.centaurlabs.com/task/5166/case/25734121,medxpert,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734262,ID120,2025-05-12 21:56:13+00:00,58431104,https://go.centaurlabs.com/task/5166/case/25734262,medxpert,Yes,3,'d','d',,0.667,,'d',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734095,ID121,2025-05-12 21:56:13+00:00,58431271,https://go.centaurlabs.com/task/5166/case/25734095,medxpert,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734207,ID122,2025-05-12 21:56:13+00:00,58431159,https://go.centaurlabs.com/task/5166/case/25734207,jama,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734308,ID123,2025-05-12 21:56:13+00:00,58431058,https://go.centaurlabs.com/task/5166/case/25734308,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734102,ID124,2025-05-12 21:56:13+00:00,58431264,https://go.centaurlabs.com/task/5166/case/25734102,medxpert,Yes,3,'g','g',,0.667,,'g',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734261,ID125,2025-05-12 21:56:13+00:00,58431105,https://go.centaurlabs.com/task/5166/case/25734261,medxpert,Yes,3,'d','d',,0.667,,'d',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734101,ID126,2025-05-12 21:56:13+00:00,58431265,https://go.centaurlabs.com/task/5166/case/25734101,medxpert,Yes,3,'d','d',,0.667,,'d',2,0.02,'g',1,0.01,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734260,ID127,2025-05-12 21:56:13+00:00,58431106,https://go.centaurlabs.com/task/5166/case/25734260,jama,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734074,ID128,2025-05-12 21:56:13+00:00,58431292,https://go.centaurlabs.com/task/5166/case/25734074,medxpert,Yes,3,'g','g',,0.667,,'g',2,0.02,'i',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,,,[],[],,,,,,,,[]
25734206,ID129,2025-05-12 21:56:13+00:00,58431160,https://go.centaurlabs.com/task/5166/case/25734206,jama,Yes,3,'b','b',,1,,'b',3,0.03,'a',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734155,ID130,2025-05-12 21:56:13+00:00,58431211,https://go.centaurlabs.com/task/5166/case/25734155,mmlu,Yes,3,'b','b',,0.667,,'b',2,0.02,'d',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734205,ID131,2025-05-12 21:56:13+00:00,58431161,https://go.centaurlabs.com/task/5166/case/25734205,medxpert,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734259,ID132,2025-05-12 21:56:13+00:00,58431107,https://go.centaurlabs.com/task/5166/case/25734259,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734154,ID133,2025-05-12 21:56:13+00:00,58431212,https://go.centaurlabs.com/task/5166/case/25734154,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734307,ID134,2025-05-12 21:56:13+00:00,58431059,https://go.centaurlabs.com/task/5166/case/25734307,jama,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734153,ID135,2025-05-12 21:56:13+00:00,58431213,https://go.centaurlabs.com/task/5166/case/25734153,mmlu,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734204,ID136,2025-05-12 21:56:13+00:00,58431162,https://go.centaurlabs.com/task/5166/case/25734204,jama,Yes,3,'d','d',,0.667,,'d',2,0.02,'c',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['too verbose'], 'labeler_id': 591924}]",,,,,,,,[]
25734094,ID137,2025-05-12 21:56:13+00:00,58431272,https://go.centaurlabs.com/task/5166/case/25734094,medxpert,Yes,3,'c','c',,0.333,,'c',1,0.01,'e',1,0.01,'f',1,0.01,'a',0,0,'b',0,0,'d',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734306,ID138,2025-05-12 21:56:13+00:00,58431060,https://go.centaurlabs.com/task/5166/case/25734306,jama,Yes,3,'a','a',,0.667,,'a',2,0.02,'b',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734093,ID139,2025-05-12 21:56:13+00:00,58431273,https://go.centaurlabs.com/task/5166/case/25734093,medxpert,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,"[{'messages': ['an osteopathic type question - i am an allopathic student'], 'labeler_id': 591931}]",[],,,,,,,,[]
25734152,ID140,2025-05-12 21:56:13+00:00,58431214,https://go.centaurlabs.com/task/5166/case/25734152,medxpert,Yes,3,'d','d',,1,,'d',3,0.03,'a',0,0,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734258,ID141,2025-05-12 21:56:13+00:00,58431108,https://go.centaurlabs.com/task/5166/case/25734258,medxpert,Yes,3,'a','a',,0.667,,'a',2,0.02,'c',1,0.01,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734305,ID142,2025-05-12 21:56:13+00:00,58431061,https://go.centaurlabs.com/task/5166/case/25734305,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'b',1,0.01,'a',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734203,ID143,2025-05-12 21:56:13+00:00,58431163,https://go.centaurlabs.com/task/5166/case/25734203,medxpert,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734151,ID144,2025-05-12 21:56:13+00:00,58431215,https://go.centaurlabs.com/task/5166/case/25734151,medxpert,Yes,3,'e','e',,1,,'e',3,0.03,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734304,ID145,2025-05-12 21:56:13+00:00,58431062,https://go.centaurlabs.com/task/5166/case/25734304,mmlu,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734150,ID146,2025-05-12 21:56:13+00:00,58431216,https://go.centaurlabs.com/task/5166/case/25734150,medbullets,Yes,3,'d','d',,0.667,,'d',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734257,ID147,2025-05-12 21:56:13+00:00,58431109,https://go.centaurlabs.com/task/5166/case/25734257,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'a',1,0.01,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734256,ID148,2025-05-12 21:56:13+00:00,58431110,https://go.centaurlabs.com/task/5166/case/25734256,medbullets,Yes,3,'b','b',,0.667,,'b',2,0.02,'a',1,0.01,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734149,ID149,2025-05-12 21:56:13+00:00,58431217,https://go.centaurlabs.com/task/5166/case/25734149,jama,Yes,3,'a','a',,0.333,,'a',1,0.01,'c',1,0.01,'d',1,0.01,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734202,ID150,2025-05-12 21:56:13+00:00,58431164,https://go.centaurlabs.com/task/5166/case/25734202,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734148,ID151,2025-05-12 21:56:13+00:00,58431218,https://go.centaurlabs.com/task/5166/case/25734148,medxpert,Yes,3,'d','d',,0.667,,'d',2,0.02,'a',1,0.01,'b',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734147,ID152,2025-05-12 21:56:13+00:00,58431219,https://go.centaurlabs.com/task/5166/case/25734147,jama,Yes,3,'b','b',,0.333,,'b',1,0.01,'c',1,0.01,'d',1,0.01,'a',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734303,ID153,2025-05-12 21:56:13+00:00,58431063,https://go.centaurlabs.com/task/5166/case/25734303,medxpert,Yes,3,'e','e',,0.333,,'b',1,0.01,'c',1,0.01,'e',1,0.01,'a',0,0,'d',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],"[{'messages': ['Outside scope of knowledge'], 'labeler_id': 584340}]",,,,,,,,[]
25734201,ID154,2025-05-12 21:56:13+00:00,58431165,https://go.centaurlabs.com/task/5166/case/25734201,medxpert,Yes,3,'h','h',,0.667,,'h',2,0.02,'i',1,0.01,'a',0,0,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,,,[],"[{'messages': ['incomplete info'], 'labeler_id': 591924}]",,,,,,,,[]
25734200,ID155,2025-05-12 21:56:13+00:00,58431166,https://go.centaurlabs.com/task/5166/case/25734200,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734120,ID156,2025-05-12 21:56:13+00:00,58431246,https://go.centaurlabs.com/task/5166/case/25734120,medxpert,Yes,3,'c','c',,1,,'c',3,0.03,'a',0,0,'b',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734084,ID157,2025-05-12 21:56:13+00:00,58431282,https://go.centaurlabs.com/task/5166/case/25734084,medxpert,Yes,3,'f','f',,0.333,,'a',1,0.01,'f',1,0.01,'i',1,0.01,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'g',0,0,,,[],[],,,,,,,,[]
25734199,ID158,2025-05-12 21:56:13+00:00,58431167,https://go.centaurlabs.com/task/5166/case/25734199,jama,Yes,3,'d','d',,0.333,,'a',1,0.01,'c',1,0.01,'d',1,0.01,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734198,ID159,2025-05-12 21:56:13+00:00,58431168,https://go.centaurlabs.com/task/5166/case/25734198,jama,Yes,3,'c','c',,0.667,,'c',2,0.02,'d',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734146,ID160,2025-05-12 21:56:13+00:00,58431220,https://go.centaurlabs.com/task/5166/case/25734146,medbullets,Yes,3,'d','d',,0.667,,'d',2,0.02,'b',1,0.01,'a',0,0,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734302,ID161,2025-05-12 21:56:13+00:00,58431064,https://go.centaurlabs.com/task/5166/case/25734302,jama,Yes,3,'b','b',,0.333,,'a',1,0.01,'b',1,0.01,'d',1,0.01,'c',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734119,ID162,2025-05-12 21:56:13+00:00,58431247,https://go.centaurlabs.com/task/5166/case/25734119,medxpert,Yes,3,'g','g',,0.333,,'c',1,0.01,'d',1,0.01,'g',1,0.01,'a',0,0,'b',0,0,'e',0,0,'f',0,0,'h',0,0,,,[],[],,,,,,,,[]
25734301,ID163,2025-05-12 21:56:13+00:00,58431065,https://go.centaurlabs.com/task/5166/case/25734301,mmlu,Yes,3,'a','a',,1,,'a',3,0.03,'b',0,0,'c',0,0,'d',0,0,'e',0,0,'f',0,0,'g',0,0,'h',0,0,,,[],[],,,,,,,,[]
